,country,year,status,life_expectancy,adult_mortality,infant_deaths,percentage_expenditure,measles,bmi,under_five_death,hiv_aids,gdp,population,schooling,current_amount
1640,nicaragua,2011,Developing,74.5,147.0,3,321.61325930000004,0,5.9,3.0,0.1,1682.9579239999998,58782.0,12.0,136357922.0
1641,nicaragua,2012,Developing,73.9,157.0,2,334.81742460000004,0,51.7,3.0,0.1,1792.3845,587718.0,12.0,93772310.0
1642,nicaragua,2013,Developing,73.9,157.0,2,366.48418039999996,0,52.4,3.0,0.1,1847.1984899999998,5945747.0,12.0,91336771.0
1643,nicaragua,2014,Developing,74.5,148.0,2,473.12381239999996,0,53.2,3.0,0.1,1975.4647699999998,613997.0,12.0,97130702.0
1644,nicaragua,2015,Developing,74.8,145.0,2,0.0,0,54.0,2.0,0.1,295.96648799999997,68235.0,12.0,94926853.0
1645,niger,2000,Developing,50.0,284.0,58,13.35783844,21319,13.6,128.0,1.5,158.455972,11352973.0,3.0,6269876.0
1646,niger,2001,Developing,56.0,283.0,57,1.817829717,61208,13.9,127.0,1.6,165.257247,11771976.0,3.0,22805388.0
1647,niger,2002,Developing,51.4,282.0,57,17.58722718,31584,14.3,124.0,1.6,177.828384,12262.0,3.0,30838111.0
1648,niger,2003,Developing,52.1,28.0,56,20.26876572,54190,14.6,121.0,1.6,215.8548,1265687.0,3.0,31267494.0
1649,niger,2004,Developing,52.9,279.0,56,20.86118432,63057,15.0,118.0,1.6,232.5661574,1312712.0,3.0,39706817.0
1650,niger,2005,Developing,53.7,278.0,55,3.751715442,2183,15.4,114.0,1.6,25.383731,13618449.0,4.0,49747886.0
1651,niger,2006,Developing,54.5,277.0,54,43.42193066,59,15.7,110.0,1.5,258.463873,1413264.0,4.0,65485800.0
1652,niger,2007,Developing,55.2,276.0,53,35.80929749,282,16.1,106.0,1.4,292.55962,14668338.0,4.0,78751052.0
1653,niger,2008,Developing,56.0,272.0,52,40.37835666,1317,16.5,102.0,1.3,354.8185998,15228525.0,4.0,85356928.0
1654,niger,2009,Developing,57.1,263.0,51,5.665405066,801,16.9,99.0,1.1,341.2894618,15813913.0,4.0,86882641.0
1655,niger,2010,Developing,58.2,252.0,50,5.8837605360000005,372,17.3,95.0,0.9,348.15151099999997,16425578.0,5.0,225610431.0
1656,niger,2011,Developing,59.4,241.0,50,32.22493445,771,17.7,93.0,0.7,375.58198660000005,1764636.0,5.0,176975992.0
1657,niger,2012,Developing,63.0,232.0,49,29.75517982,272,18.1,90.0,0.7,391.515524,17731634.0,5.0,249629695.0
1658,niger,2013,Developing,69.0,227.0,49,31.50243237,1224,18.5,89.0,0.6,416.14838,18426372.0,5.0,189691040.0
1659,niger,2014,Developing,61.4,223.0,49,3.3040398989999997,1142,18.9,88.0,0.5,43.646498,19148219.0,5.0,219452779.0
1660,niger,2015,Developing,61.8,22.0,49,0.0,7693,19.3,87.0,0.4,358.99731,19896965.0,5.0,252390159.0
1661,nigeria,2000,Developing,47.1,45.0,576,22.48177606,212183,16.9,943.0,4.9,379.1193264,1223529.0,8.0,112622202.0
1662,nigeria,2001,Developing,47.4,48.0,574,15.830985,168107,17.3,936.0,5.1,351.7996666,125463434.0,8.0,148999790.0
1663,nigeria,2002,Developing,47.7,49.0,571,17.137754,42007,17.8,928.0,5.3,459.45721169999996,12866671.0,8.0,167109722.0
1664,nigeria,2003,Developing,48.1,41.0,567,30.19550849,141258,18.3,918.0,5.4,512.65719,131972533.0,8.0,190315431.0
1665,nigeria,2004,Developing,48.5,47.0,563,57.22555815,31521,18.8,907.0,5.4,648.815852,135393616.0,9.0,209545002.0
1666,nigeria,2005,Developing,49.2,4.0,556,6.416252787,110927,19.3,893.0,5.4,87.8938738,138939478.0,9.0,265305612.0
1667,nigeria,2006,Developing,49.8,396.0,549,10.35779424,704,19.9,879.0,5.3,119.74328600000001,14261494.0,9.0,342996914.0
1668,nigeria,2007,Developing,55.0,388.0,542,104.4746444,2613,2.4,863.0,5.2,1136.829645,14641724.0,9.0,544623294.0
1669,nigeria,2008,Developing,59.0,386.0,536,105.5910629,9960,21.0,848.0,5.0,1383.8933539999998,1534739.0,9.0,751197613.0
1670,nigeria,2009,Developing,51.6,376.0,527,14.567646799999999,1272,21.6,832.0,4.9,197.661422,15442181.0,9.0,758890530.0
1671,nigeria,2010,Developing,52.0,374.0,521,133.1230872,8491,22.2,817.0,4.8,2327.3267,158578261.0,10.0,833588226.0
1672,nigeria,2011,Developing,52.3,375.0,513,187.5733187,18843,22.8,802.0,4.7,2527.9423,16287776.0,10.0,826700510.0
1673,nigeria,2012,Developing,52.7,374.0,505,204.7186256,6447,23.5,788.0,4.4,2755.297787,167297284.0,10.0,927994985.0
1674,nigeria,2013,Developing,53.2,367.0,498,194.2032879,52852,24.1,773.0,3.9,2996.96432,17182933.0,10.0,1133355645.0
1675,nigeria,2014,Developing,53.6,362.0,490,263.2111031,6855,24.7,759.0,3.9,3221.678128,1764652.0,10.0,1164938019.0
1676,nigeria,2015,Developing,54.5,344.0,483,0.0,12423,25.4,747.0,3.7,2655.157977,181181744.0,10.0,1036545667.0
1677,norway,2005,Developed,81.0,73.0,0,11792.53465,0,56.5,0.0,0.1,66775.3944,4623291.0,18.0,47838.0
1678,norway,2009,Developed,89.0,67.0,0,142.3749426,2,58.5,0.0,0.1,817.77681,4828726.0,17.0,344.0
1679,norway,2011,Developed,81.1,67.0,0,277.3550522,39,59.4,0.0,0.1,1574.9861,495388.0,18.0,87066.0
1680,norway,2012,Developed,81.3,61.0,0,2094.1909600000004,4,59.8,0.0,0.1,11563.726999999999,518573.0,18.0,184692.0
1681,norway,2013,Developed,81.5,62.0,0,234.782883,8,6.3,0.0,0.1,1291.435,579623.0,18.0,119190.0
1682,norway,2015,Developed,81.8,59.0,0,0.0,14,61.2,0.0,0.1,7455.246540000001,518867.0,18.0,13082.0
1683,oman,2000,Developing,72.6,138.0,1,62.86657508,15,45.9,1.0,0.1,861.1859599999999,,10.0,1519000.0
1684,oman,2001,Developing,72.9,134.0,1,564.5425663,15,46.5,1.0,0.1,8476.615109999999,,11.0,1288042.0
1685,oman,2002,Developing,73.3,13.0,1,585.9170945000001,5,47.3,1.0,0.1,8629.117740000002,,11.0,147711530.0
1686,oman,2003,Developing,73.6,127.0,1,65.65631302,1,48.1,1.0,0.1,969.8126,,11.0,163262000.0
1687,oman,2004,Developing,74.0,122.0,1,70.46762486,18,48.9,1.0,0.1,1129.2888599999999,,12.0,51400000.0
1688,oman,2005,Developing,74.3,118.0,1,854.0115758,25,49.5,1.0,0.1,12376.97936,,12.0,51008000.0
1689,oman,2006,Developing,74.7,115.0,1,78.51141,13,5.1,1.0,0.1,1448.55,,12.0,37509506.0
1690,oman,2007,Developing,74.9,113.0,1,88.45038011,24,5.6,1.0,0.1,1585.1322599999999,,12.0,38619971.0
1691,oman,2008,Developing,75.2,19.0,1,123.09662979999999,18,51.1,1.0,0.1,2275.3536,,12.0,31064594.0
1692,oman,2009,Developing,75.4,18.0,1,1040.6294619999999,19,51.5,1.0,0.1,16784.34616,,12.0,33380487.0
1693,oman,2010,Developing,75.6,16.0,1,129.2260751,3,51.8,1.0,0.1,1928.7473899999998,,14.0,27908945.0
1694,oman,2011,Developing,75.8,15.0,1,158.27708,5,52.0,1.0,0.1,2986.36,,14.0,39816670.0
1695,oman,2012,Developing,76.0,14.0,1,1055.835493,13,52.3,1.0,0.1,22134.916,,14.0,28166305.0
1696,oman,2013,Developing,76.2,12.0,1,1154.893473,0,52.8,1.0,0.1,21268.7564,,14.0,25982283.0
1697,oman,2014,Developing,76.4,11.0,1,166.1913728,0,53.5,1.0,0.1,2458.45226,,14.0,26513383.0
1698,oman,2015,Developing,76.6,99.0,1,0.0,0,54.6,1.0,0.1,16627.36433,,14.0,13951547.0
1699,pakistan,2000,Developing,62.8,19.0,385,18.84534312,2064,16.4,495.0,0.1,533.8624114,138523285.0,5.0,23762793.0
1700,pakistan,2001,Developing,63.0,189.0,377,1.766663097,3849,16.9,483.0,0.1,51.6568157,14161437.0,5.0,269200243.0
1701,pakistan,2002,Developing,63.2,187.0,371,22.39387584,3903,17.4,474.0,0.1,499.8633,144654143.0,6.0,1629546880.0
1702,pakistan,2003,Developing,63.5,185.0,366,24.23455671,4740,17.9,466.0,0.1,563.594342,1477341.0,6.0,1099816551.0
1703,pakistan,2004,Developing,63.7,183.0,364,28.98323119,4248,18.4,461.0,0.1,649.848233,15783.0,6.0,747808253.0
1704,pakistan,2005,Developing,62.9,2.0,364,30.59320769,2981,18.9,459.0,0.1,711.4699463,15399667.0,6.0,1342053249.0
1705,pakistan,2006,Developing,64.2,179.0,365,40.36829999,7641,19.5,458.0,0.1,873.7727269999999,15793993.0,7.0,1705261463.0
1706,pakistan,2007,Developing,64.4,178.0,367,3.9127445169999997,2801,2.1,459.0,0.1,95.4327931,16332974.0,7.0,1576230058.0
1707,pakistan,2008,Developing,64.6,177.0,369,5.447133608,1129,2.6,460.0,0.1,139.31288,16364463.0,7.0,1587772550.0
1708,pakistan,2009,Developing,64.8,175.0,371,0.6972155809999999,863,21.3,460.0,0.1,16.63999,1674958.0,7.0,2134280969.0
1709,pakistan,2010,Developing,65.1,172.0,372,0.66751505,4321,21.9,461.0,0.1,14.142268,1756182.0,8.0,4628602191.0
1710,pakistan,2011,Developing,65.5,167.0,371,57.87736282,4386,22.5,459.0,0.1,1226.215314,174184265.0,8.0,4067417356.0
1711,pakistan,2012,Developing,65.7,165.0,369,59.65900139,8046,23.2,456.0,0.1,1261.28967,177911533.0,8.0,2008284123.0
1712,pakistan,2013,Developing,66.0,163.0,365,60.18648815,8749,23.9,450.0,0.1,1272.4416099999999,181712595.0,8.0,1568258551.0
1713,pakistan,2014,Developing,66.2,162.0,359,62.29361092,1370,24.7,442.0,0.1,1316.98966,185546257.0,8.0,1974975153.0
1714,pakistan,2015,Developing,66.4,161.0,352,0.0,386,25.4,433.0,0.1,1431.2448650000001,18938513.0,8.0,2264618820.0
1715,palau,2013,Developing,,,0,344.6906308,0,83.3,0.0,0.1,1932.1223699999998,292.0,14.0,23887207.0
1716,panama,2000,Developing,75.7,121.0,2,9.87102142,0,45.9,2.0,0.2,46.29935,33347.0,12.0,13438434.0
1717,panama,2001,Developing,75.5,124.0,2,7.320514461,0,46.9,2.0,0.1,446.372833,389684.0,12.0,35636279.0
1718,panama,2002,Developing,75.7,125.0,1,78.80940216,0,47.8,2.0,0.2,4126.14671,3149265.0,13.0,31529992.0
1719,panama,2003,Developing,75.5,126.0,1,58.45976019,0,48.6,2.0,0.1,4267.13578,329174.0,13.0,42103523.0
1720,panama,2004,Developing,75.8,123.0,1,527.60848,0,49.5,2.0,0.2,4591.892776,3269541.0,13.0,40611225.0
1721,panama,2005,Developing,75.8,122.0,1,623.9100503,0,5.3,2.0,0.1,4916.54886,333465.0,13.0,36239763.0
1722,panama,2006,Developing,76.2,125.0,1,631.1251711,0,51.1,2.0,0.1,5348.5183990000005,339195.0,13.0,59316333.0
1723,panama,2007,Developing,76.4,124.0,1,76.2508038,0,51.9,2.0,0.2,668.8667,345387.0,13.0,43904001.0
1724,panama,2008,Developing,76.5,127.0,1,956.8229765000001,0,52.7,2.0,0.1,6973.9284,3516268.0,13.0,35047200.0
1725,panama,2009,Developing,76.8,127.0,1,1092.155356,0,53.4,2.0,0.1,7429.628274,3579385.0,13.0,50688622.0
1726,panama,2010,Developing,76.5,122.0,1,1199.319976,0,54.2,2.0,0.1,7937.2599310000005,3643222.0,13.0,61542002.0
1727,panama,2011,Developing,77.3,121.0,1,119.21242749999999,4,54.9,1.0,0.1,927.7231710000001,377782.0,13.0,58509015.0
1728,panama,2012,Developing,77.2,12.0,1,201.7490628,0,55.6,1.0,0.1,1589.8271300000001,3772938.0,13.0,50520601.0
1729,panama,2013,Developing,77.5,118.0,1,1694.467075,0,56.3,1.0,0.1,11685.97983,3838462.0,13.0,32122000.0
1730,panama,2014,Developing,77.6,119.0,1,1842.463782,0,57.1,1.0,0.1,12593.7374,393986.0,13.0,24489176.0
1731,panama,2015,Developing,77.8,118.0,1,0.0,0,57.8,1.0,0.1,13134.4367,3969249.0,13.0,39652634.0
1732,papuanewguinea,2000,Developing,58.9,335.0,11,62.56273841,7135,37.5,14.0,1.1,631.9468526,5572222.0,6.0,1618000.0
1733,papuanewguinea,2001,Developing,59.1,331.0,11,93.37278497,4023,38.2,14.0,1.3,539.4152799999999,5716152.0,7.0,1972000.0
1734,papuanewguinea,2002,Developing,59.3,327.0,11,110.98030619999999,17620,38.9,14.0,1.4,511.66577300000006,5862316.0,7.0,604999.0
1735,papuanewguinea,2003,Developing,59.6,321.0,11,124.3789361,3863,39.6,14.0,1.4,588.3582594999999,61724.0,7.0,685999.0
1736,papuanewguinea,2004,Developing,59.9,314.0,11,158.001946,1385,4.4,15.0,1.5,637.3616215,6161517.0,8.0,918836.0
1737,papuanewguinea,2005,Developing,64.0,37.0,11,12.05551997,1222,41.1,15.0,1.5,77.5773486,631479.0,8.0,807276.0
1738,papuanewguinea,2006,Developing,68.0,299.0,11,126.61421370000001,1,41.9,14.0,1.5,854.3469210000001,647272.0,8.0,915267.0
1739,papuanewguinea,2007,Developing,61.1,295.0,11,85.7175381,0,42.7,14.0,1.4,956.668952,6627922.0,9.0,3258314.0
1740,papuanewguinea,2008,Developing,61.4,29.0,11,103.7277727,0,43.4,14.0,1.3,1178.72469,6787187.0,9.0,5020577.0
1741,papuanewguinea,2009,Developing,61.6,288.0,11,20.53327531,0,44.2,14.0,1.1,1166.66337,6947447.0,9.0,6399172.0
1742,papuanewguinea,2010,Developing,61.8,286.0,10,18.99961966,0,44.9,14.0,1.1,1366.8791119999999,718239.0,10.0,5957408.0
1743,papuanewguinea,2011,Developing,62.0,285.0,10,23.40731286,0,45.7,13.0,1.0,177.867119,7269348.0,10.0,5266341.0
1744,papuanewguinea,2012,Developing,62.2,284.0,10,31.6357652,0,46.4,13.0,1.0,271.318741,743836.0,10.0,9932841.0
1745,papuanewguinea,2013,Developing,62.4,281.0,10,25.70881695,12,47.2,13.0,0.8,229.95363999999998,7592865.0,10.0,16271753.0
1746,papuanewguinea,2014,Developing,62.7,278.0,10,208.2311603,2299,47.9,13.0,0.7,2182.7165649999997,7755785.0,10.0,14427612.0
1747,papuanewguinea,2015,Developing,62.9,275.0,10,0.0,38,48.6,12.0,0.6,,7919825.0,10.0,19291555.0
1748,paraguay,2000,Developing,79.0,172.0,4,273.57587689999997,0,39.1,5.0,0.1,1545.626423,5327.0,12.0,9446911.0
1749,paraguay,2001,Developing,71.2,17.0,4,233.8488603,0,39.8,5.0,0.1,1417.2658199999998,546624.0,12.0,26285621.0
1750,paraguay,2002,Developing,71.5,168.0,4,152.8293973,0,4.6,4.0,0.1,1148.229882,558611.0,12.0,28520635.0
1751,paraguay,2003,Developing,71.7,166.0,4,155.4233076,0,41.3,4.0,0.1,1174.7793470000001,56795.0,13.0,27292384.0
1752,paraguay,2004,Developing,71.9,165.0,3,20.60083027,0,42.0,4.0,0.2,148.527976,57374.0,12.0,35559308.0
1753,paraguay,2005,Developing,72.1,163.0,3,20.68037294,0,42.8,4.0,0.2,157.145691,5795494.0,12.0,26825003.0
1754,paraguay,2006,Developing,72.3,161.0,3,26.18072382,0,43.5,4.0,0.2,189.71538999999999,5882796.0,12.0,52619440.0
1755,paraguay,2007,Developing,72.5,159.0,3,318.6201852,0,44.2,4.0,0.1,2312.192926,5966159.0,12.0,45563196.0
1756,paraguay,2008,Developing,72.7,157.0,3,34.73924576,0,44.9,4.0,0.1,359.992184,647117.0,12.0,60210240.0
1757,paraguay,2009,Developing,73.0,155.0,3,30.93519548,0,45.6,3.0,0.1,2599.596259,6127837.0,12.0,65125960.0
1758,paraguay,2010,Developing,73.2,152.0,3,359.9760397,0,46.4,3.0,0.1,3225.591754,629877.0,12.0,87151084.0
1759,paraguay,2011,Developing,73.4,15.0,3,472.1932825,0,47.1,3.0,0.1,3988.11894,6293783.0,12.0,59307533.0
1760,paraguay,2012,Developing,73.6,148.0,3,441.8446244,0,47.9,3.0,0.1,3855.5377350000003,6379219.0,12.0,59001173.0
1761,paraguay,2013,Developing,73.8,148.0,3,573.4346982000001,0,48.6,3.0,0.2,4479.9585799999995,646574.0,12.0,34125259.0
1762,paraguay,2014,Developing,73.9,147.0,3,561.7684701000001,0,49.4,3.0,0.2,4712.822736,6552584.0,12.0,36824108.0
1763,paraguay,2015,Developing,74.0,146.0,2,0.0,0,5.2,3.0,0.2,419.367724,6639119.0,12.0,39546493.0
1764,peru,2000,Developing,71.4,154.0,18,297.5112337,1,45.4,24.0,0.5,1996.719689,25914879.0,14.0,204182150.0
1765,peru,2001,Developing,72.4,142.0,17,302.5359058,0,46.1,22.0,0.5,1981.2436530000002,26261363.0,13.0,399845651.0
1766,peru,2002,Developing,72.6,144.0,16,40.53777863,0,46.7,20.0,0.4,259.19295800000003,2661467.0,14.0,582041084.0
1767,peru,2003,Developing,72.1,152.0,15,34.70333523,0,47.4,19.0,0.4,218.25997,26937738.0,13.0,508851889.0
1768,peru,2004,Developing,72.2,151.0,14,356.9393805,0,48.1,18.0,0.4,2448.1438989999997,27273194.0,13.0,500738639.0
1769,peru,2005,Developing,72.8,148.0,13,411.56456529999997,0,48.8,16.0,0.4,2754.7829,276141.0,13.0,308918202.0
1770,peru,2006,Developing,74.2,134.0,12,448.76704620000004,0,49.5,15.0,0.4,3171.49856,27949944.0,13.0,480184648.0
1771,peru,2007,Developing,74.0,133.0,11,516.4037021,0,5.2,15.0,0.3,3611.2147,28292724.0,13.0,216406713.0
1772,peru,2008,Developing,73.9,138.0,11,58.498974200000006,1,5.8,14.0,0.3,428.87810999999994,2864198.0,13.0,287623518.0
1773,peru,2009,Developing,73.8,14.0,10,570.4532468,0,51.5,13.0,0.3,4166.933870000001,29157.0,13.0,241207747.0
1774,peru,2010,Developing,73.7,14.0,10,69.43934508,0,52.2,12.0,0.2,522.493191,29373646.0,13.0,376047713.0
1775,peru,2011,Developing,74.5,133.0,9,759.5380695,0,52.9,12.0,0.2,5771.565878,29759989.0,13.0,329173708.0
1776,peru,2012,Developing,74.9,129.0,9,885.9858185,0,53.6,11.0,0.1,6387.785281,3158966.0,13.0,267903699.0
1777,peru,2013,Developing,75.3,125.0,8,946.6521164999999,0,54.2,11.0,0.1,6583.116247999999,3565716.0,13.0,270948949.0
1778,peru,2014,Developing,75.3,125.0,8,973.728675,0,54.9,10.0,0.1,6491.5245,3973354.0,13.0,304312385.0
1779,peru,2015,Developing,75.5,123.0,8,0.0,4,55.6,10.0,0.1,63.343258999999996,31376671.0,13.0,604875845.0
1780,philippines,2000,Developing,66.8,219.0,69,11.69704463,7120,17.8,90.0,0.1,138.91977,77991569.0,11.0,82185730.0
1781,philippines,2001,Developing,66.8,221.0,68,69.0204245,7360,18.3,89.0,0.1,957.2874410000001,79665315.0,11.0,221428707.0
1782,philippines,2002,Developing,66.8,221.0,68,0.09987219,7003,18.7,89.0,0.1,1.68135,813526.0,11.0,314045140.0
1783,philippines,2003,Developing,67.2,217.0,67,0.9011492879999999,10511,19.2,87.0,0.1,11.553196,8331954.0,12.0,376708745.0
1784,philippines,2004,Developing,67.3,218.0,66,13.39905105,3025,19.6,86.0,0.1,179.3715,84678493.0,12.0,291988442.0
1785,philippines,2005,Developing,67.0,223.0,65,105.7306982,118,2.1,84.0,0.1,1194.697155,86274237.0,12.0,326092967.0
1786,philippines,2006,Developing,67.3,219.0,63,121.3625467,9,2.6,82.0,0.1,1391.772325,8789419.0,12.0,314754593.0
1787,philippines,2007,Developing,67.5,216.0,62,137.327474,530,21.1,80.0,0.1,1672.685433,8929349.0,11.0,328748576.0
1788,philippines,2008,Developing,67.5,217.0,60,155.4767618,341,21.6,78.0,0.1,1919.466195,9751864.0,12.0,285611180.0
1789,philippines,2009,Developing,68.0,219.0,59,159.53484890000001,1469,22.1,76.0,0.1,1825.341521,9222879.0,12.0,331730993.0
1790,philippines,2010,Developing,67.9,218.0,58,198.2563794,6368,22.6,74.0,0.1,2129.4992420000003,93726624.0,11.0,390038638.0
1791,philippines,2011,Developing,68.0,218.0,57,191.4949779,6538,23.1,72.0,0.1,2352.518156,9527794.0,12.0,815043110.0
1792,philippines,2012,Developing,68.1,217.0,56,212.74184879999999,1536,23.7,71.0,0.1,2581.818554,96866642.0,12.0,445520925.0
1793,philippines,2013,Developing,68.1,219.0,55,24.58973399,2920,24.3,69.0,0.1,276.289146,9848132.0,12.0,462007126.0
1794,philippines,2014,Developing,68.4,214.0,54,31.27232188,58848,24.8,68.0,0.1,2842.938353,112249.0,12.0,728238668.0
1795,philippines,2015,Developing,68.5,211.0,52,0.0,619,25.4,66.0,0.1,2878.33837,11716359.0,12.0,656208781.0
1796,poland,2000,Developed,73.7,153.0,3,412.4323974,77,53.1,4.0,0.1,4492.72764,38258629.0,15.0,84824647.0
1797,poland,2001,Developed,74.2,149.0,3,466.73831060000003,133,53.6,3.0,0.1,4981.198619,3824876.0,15.0,44254562.0
1798,poland,2002,Developed,74.5,145.0,3,516.0554391,34,54.0,3.0,0.1,5196.9329210000005,3823364.0,15.0,91446007.0
1799,poland,2003,Developed,74.7,142.0,3,542.0235,48,54.5,3.0,0.1,5693.52416,382457.0,15.0,5199753832.0
1800,poland,2004,Developed,74.9,143.0,2,648.0743453,11,55.0,3.0,0.1,6681.178818,38182222.0,16.0,80398198.0
1801,poland,2005,Developed,75.0,144.0,2,79.41502672,13,55.5,3.0,0.1,821.251569,38165445.0,15.0,191647727.0
1802,poland,2006,Developed,75.2,144.0,2,9.145555900000002,120,56.0,3.0,0.1,94.7726,38141267.0,15.0,73749355.0
1803,poland,2007,Developed,75.3,144.0,2,14.304245199999999,40,56.6,3.0,0.1,1126.31852,381256.0,15.0,72302459.0
1804,poland,2008,Developed,75.5,14.0,2,15.71474837,0,57.2,3.0,0.1,141.44688,38125759.0,15.0,68742280.0
1805,poland,2009,Developed,75.7,136.0,2,1299.1597570000001,115,57.8,3.0,0.1,11527.59323,3815163.0,15.0,128175736.0
1806,poland,2010,Developed,76.3,13.0,2,220.49168509999998,13,58.4,2.0,0.1,12599.52486,3842794.0,15.0,346228072.0
1807,poland,2011,Developed,76.7,128.0,2,250.07737819999997,0,59.1,2.0,0.1,13893.187680000001,3863255.0,15.0,114237521.0
1808,poland,2012,Developed,76.8,125.0,2,230.04009700000003,71,59.7,2.0,0.1,13145.1484,3863164.0,15.0,115075569.0
1809,poland,2013,Developed,77.1,12.0,2,23.43533487,84,6.4,2.0,0.1,1378.54911,384196.0,15.0,114329064.0
1810,poland,2014,Developed,77.3,12.0,2,243.808475,0,61.1,2.0,0.1,14341.675,3811735.0,16.0,93171541.0
1811,poland,2015,Developed,77.5,117.0,2,0.0,0,61.7,2.0,0.1,12565.9876,37986412.0,16.0,451404473.0
1812,portugal,2000,Developed,76.6,11.0,1,167.3280168,45,5.1,1.0,0.1,1152.39681,1289898.0,16.0,694906.0
1813,portugal,2001,Developed,76.9,11.0,1,1657.328352,0,5.9,1.0,0.1,11729.14616,1362722.0,16.0,1414924.0
1814,portugal,2002,Developed,77.2,17.0,1,1904.00231,8,51.7,1.0,0.1,12882.28897,1419631.0,16.0,1440000.0
1815,portugal,2003,Developed,77.3,15.0,0,2283.891796,8,52.5,1.0,0.1,15772.7334,1458821.0,16.0,1728017.0
1816,portugal,2004,Developed,78.0,99.0,0,276.09997979999997,5,53.3,1.0,0.1,1845.5881,1483861.0,16.0,6843402.0
1817,portugal,2005,Developed,77.7,11.0,0,2813.985285,7,54.1,1.0,0.1,18784.9485,15333.0,15.0,1962000.0
1818,portugal,2006,Developed,78.5,96.0,0,2884.020194,0,54.9,0.0,0.1,19821.44463,1522288.0,15.0,1578926.0
1819,portugal,2007,Developed,78.7,94.0,0,333.3569124,0,55.7,0.0,0.1,2278.5845,1542964.0,15.0,1758720.0
1820,portugal,2008,Developed,79.0,92.0,0,3652.869332,1,56.5,0.0,0.1,24815.6884,1558177.0,16.0,3498000.0
1821,portugal,2009,Developed,79.3,9.0,0,337.1023516,3,57.3,0.0,0.1,2363.97161,1568247.0,16.0,17390363.0
1822,portugal,2010,Developed,79.6,88.0,0,3119.349824,5,58.1,0.0,0.1,22538.6548,15731.0,16.0,6194478.0
1823,portugal,2011,Developed,82.0,85.0,0,3108.288623,2,58.8,0.0,0.1,23196.18375,155756.0,16.0,1652301.0
1824,portugal,2012,Developed,83.0,81.0,0,331.457035,23,59.5,0.0,0.1,2577.4264,1514844.0,16.0,1024133.0
1825,portugal,2013,Developed,86.0,79.0,0,2698.01817,1,6.2,0.0,0.1,21618.73534,1457295.0,16.0,1453194.0
1826,portugal,2014,Developed,89.0,78.0,0,271.25455310000007,0,6.9,0.0,0.1,2277.53613,14162.0,17.0,916655.0
1827,portugal,2015,Developed,81.1,76.0,0,0.0,8,61.6,0.0,0.1,1922.681,135876.0,17.0,180000.0
1828,qatar,2003,Developing,76.5,85.0,0,4049.972347,24,64.7,0.0,0.1,34176.981830000004,,13.0,79745.0
1829,qatar,2004,Developing,76.6,84.0,0,4064.743869,29,65.0,0.0,0.1,41818.35256,,14.0,304.0
1830,qatar,2005,Developing,76.6,84.0,0,4582.476081,74,65.1,0.0,0.1,51488.49529,,14.0,2856340.0
1831,qatar,2006,Developing,76.6,83.0,0,448.5952989,144,65.0,0.0,0.1,6256.55926,,14.0,2242188.0
1832,qatar,2007,Developing,76.7,83.0,0,44.18506273,361,65.1,0.0,0.1,675.61258,,13.0,1910833.0
1833,qatar,2008,Developing,76.8,82.0,0,5484.143308,0,65.2,0.0,0.1,82967.37228,,12.0,810247.0
1834,qatar,2009,Developing,77.0,79.0,0,3688.694288,112,65.6,0.0,0.1,61478.23813,,12.0,4497530.0
1835,qatar,2010,Developing,77.3,76.0,0,37.76848819,295,66.0,0.0,0.1,736.22784,,12.0,3208035.0
1836,qatar,2011,Developing,77.5,74.0,0,4409.17067,101,66.5,0.0,0.1,85948.746,,12.0,952.0
1837,qatar,2012,Developing,77.8,72.0,0,5163.32918,160,67.0,0.0,0.1,88564.82298,,13.0,247054.0
1838,qatar,2013,Developing,77.9,7.0,0,515.0734795,73,67.7,0.0,0.1,8834.879579999999,,13.0,5005.0
1839,qatar,2014,Developing,78.1,69.0,0,5063.513104,46,68.4,0.0,0.1,86852.7119,,13.0,3098.0
1840,qatar,2015,Developing,78.2,68.0,0,0.0,18,69.3,0.0,0.1,66346.52267,,13.0,73459.0
1841,romania,2000,Developed,77.0,175.0,4,152.6368899,35,51.4,5.0,0.1,1668.1627310000001,22442971.0,12.0,46122252.0
1842,romania,2001,Developed,78.0,179.0,4,180.1095132,10,51.9,5.0,0.1,1839.72945,2213197.0,12.0,133524456.0
1843,romania,2002,Developed,77.0,178.0,4,37.82275031,14,52.4,5.0,0.1,2124.8736129999998,2173496.0,12.0,123972180.0
1844,romania,2003,Developed,71.1,174.0,4,375.1740323,9,52.9,4.0,0.1,2774.95586,21574326.0,13.0,135382202.0
1845,romania,2004,Developed,71.7,165.0,4,431.32503669999994,117,53.4,4.0,0.1,3552.9245200000005,21451748.0,13.0,104848497.0
1846,romania,2005,Developed,71.9,162.0,3,615.4030781,5043,53.9,4.0,0.1,4676.315183,21319685.0,13.0,115772874.0
1847,romania,2006,Developed,72.5,157.0,3,665.6427546,3196,54.4,4.0,0.1,5828.745661999999,2119376.0,14.0,100831069.0
1848,romania,2007,Developed,72.9,154.0,3,919.1673437999999,353,55.0,3.0,0.1,8214.185378,2882982.0,14.0,80753052.0
1849,romania,2008,Developed,73.1,159.0,2,128.0805702,12,55.6,3.0,0.1,1136.47356,2537875.0,15.0,59964736.0
1850,romania,2009,Developed,73.1,158.0,2,14.96373588,8,56.3,3.0,0.1,822.18329,2367487.0,15.0,54847928.0
